objectid,title,classification,iiifurl,is_portrait
69900,Plate 23: A Brandt's Cormorant with a Juvenile Crowned Night Heron,Drawing,https://api.nga.gov/iiif/c204941a-20c7-4bce-a595-e90bdedf54e2,False
70975,"Mountain Heights, Cader Idris",Drawing,https://api.nga.gov/iiif/3e9f681e-b95d-46f4-acbd-993f75e7066a,False
39732,The Death of the Virgin,Drawing,https://api.nga.gov/iiif/1ce8c9ce-5f31-4c2c-aac2-e7036fe286d0,False
207040,"The Beach at Marina Piccola, Capri",Drawing,https://api.nga.gov/iiif/3e188867-277d-408d-8b52-5ddb860c0b3d,False
143837,Two Male Figures: A Youth and an Old Man,Drawing,https://api.nga.gov/iiif/b8b3d357-7f8d-4f3b-9a38-7abce7e62030,False
68973,Three Seated Figures,Drawing,https://api.nga.gov/iiif/e5e3dda8-7ae3-4455-bf92-be495ffa13e9,False
65273,Liegender weiblicher Akt (Reclining Nude) [p. 34],Drawing,https://api.nga.gov/iiif/8340e83b-b36f-4a91-b7aa-4e43edad7070,False
71525,"The Serpentine, London",Drawing,https://api.nga.gov/iiif/20d52688-b1f2-42ce-ab6b-7603c84086af,False
65414,Study of a Right Hand,Drawing,https://api.nga.gov/iiif/637a38fb-d6b6-4363-a250-c08a36cba10a,False
98216,"Sutler's Tent, 3rd Pennsylvania Cavalry [recto]",Drawing,https://api.nga.gov/iiif/45025ca9-072b-4890-9023-d243099b18af,False
111595,Don Quixote about to Strike the Helmet,Drawing,https://api.nga.gov/iiif/3ca05526-3941-409a-819a-b2c112c7f414,False
141984,"Trompe l'Oeil: Old Prints, a Torn Envelope with Horn-rimmed Glasses, and a Housefly",Drawing,https://api.nga.gov/iiif/9cc0dd4f-1b1c-436d-af7e-cf1ab80f0f82,False
112686,A Heath in Sussex,Drawing,https://api.nga.gov/iiif/68acfaa1-77a4-4df9-b603-bfb24edf8383,False
71530,Untitled,Drawing,https://api.nga.gov/iiif/824351d6-6672-485e-92f8-260e8390a8ef,False
139305,A Wine Decanter with Lions and Putti,Drawing,https://api.nga.gov/iiif/9603f929-b4ef-45b3-add2-1c914ac55cf2,False
69209,Man Playing a Stringed Instrument [verso],Drawing,https://api.nga.gov/iiif/a23e49ef-dfda-40e3-b41e-fe29b44641fd,False
71111,Striker,Drawing,https://api.nga.gov/iiif/222da4c9-da7d-4ecf-9eb2-8ecd16ee130b,False
72682,"Drawing for ""Surprising Novel: Chapter Four""",Drawing,https://api.nga.gov/iiif/73bfacd3-d6fd-47ef-9b0b-d63f5ca0611a,False
133118,T.E. Lawrence,Drawing,https://api.nga.gov/iiif/37e44589-9154-4f61-8f4e-83ad70f2731d,False
122538,Untitled [seated female nude leaning on a support],Drawing,https://api.nga.gov/iiif/0c692af6-2b59-4a7d-a737-1fb6b3476728,False
58255,Two Airborne? Figures Reaching out to One Another,Drawing,https://api.nga.gov/iiif/5728050a-5c50-4a18-8a11-b1123ec09a71,False
95008,Untitled,Drawing,https://api.nga.gov/iiif/998f021a-b3ec-4677-b245-5f76f7106ad8,False
9223,Woman [recto],Drawing,https://api.nga.gov/iiif/898102d3-560b-4a64-856c-9dd298567ae2,False
69897,Plate 20: A Plover with Four Other Birds,Drawing,https://api.nga.gov/iiif/f284fbf0-e9aa-45ff-a101-740e653d9fc4,False
76190,Study of a Chair Leg,Drawing,https://api.nga.gov/iiif/4b72adee-f552-4e88-b719-2ca6c4e88b82,False
139890,"The Artist's Brother-in-Law, Ludwig Hassenpflug, Preparing to Play the Piano",Drawing,https://api.nga.gov/iiif/342e040e-bc01-4340-87a3-bb58f02ec2a3,False
65473,Seated Woman at a Table,Drawing,https://api.nga.gov/iiif/985382f5-b927-4f7e-a078-9f84ccecea3f,False
216135,Foot Combat with Daggers,Drawing,https://api.nga.gov/iiif/fa74b52f-c066-49b4-a5bc-67c12fbccf0e,False
119851,Figures in Space #1,Drawing,https://api.nga.gov/iiif/47a58720-8c68-4e39-87e5-2a17b09e3cd8,False
122707,Untitled [seated female nude leaning on hands],Drawing,https://api.nga.gov/iiif/6d81f24e-e5cc-42aa-887a-02f740003ea6,False
72321,An Eagle,Drawing,https://api.nga.gov/iiif/2e780ef6-eec9-4642-ae53-39492f930f18,False
68751,"Frontal Nude, Left Arm Raised above Head",Drawing,https://api.nga.gov/iiif/3c92d295-5a1e-432c-9495-9eb1a052ba35,False
219053,"The Wrekin, Shropshire",Drawing,https://api.nga.gov/iiif/c25dc223-57e1-4230-a8ab-29361904ff7a,False
58344,Il monte: il a déjà de ses mains triomphantes...,Drawing,https://api.nga.gov/iiif/2656e0a4-05f2-4459-ba80-c7cb0478b43b,False
122396,Untitled [reclining female nude with left arm and leg raised],Drawing,https://api.nga.gov/iiif/3d038429-8bf2-4820-b04a-c910fb6af6ce,False
8449,Study of a Mask,Drawing,https://api.nga.gov/iiif/1ff59da0-fa7b-4e5c-85be-f907fef4bb73,False
5080,"The Walls of Wisby, Gotland",Drawing,https://api.nga.gov/iiif/988f8cf2-d8c1-4e87-9ee3-1b9f0d4efde8,False
216105,Foot Combat with Halberds,Drawing,https://api.nga.gov/iiif/6b31922a-814b-4a27-9dcf-c3cebeb6f5b5,False
11389,Nude Male Figure [recto],Drawing,https://api.nga.gov/iiif/48932959-54b6-485d-8644-db61eaad912b,False
52318,Vase of Flowers,Drawing,https://api.nga.gov/iiif/8dcf93f8-29e9-4ac0-a11f-10b4927a1ba5,False
64748,"drei Köpfe und Beschriftung (Three Heads, One Notation) [p. 11]",Drawing,https://api.nga.gov/iiif/851f1eac-bef9-4b2d-adca-c60d3a560013,False
66483,Wash Basin and Scent Bottle [recto],Drawing,https://api.nga.gov/iiif/4d18a888-75b1-4d68-80b4-e4bc297bc21a,False
34768,The Patrol,Drawing,https://api.nga.gov/iiif/40763df9-3dd9-4e7f-b2b4-480e73e59847,False
65810,Portrait of a Boy,Drawing,https://api.nga.gov/iiif/d6a819f2-3615-42b3-8825-edf973466853,False
75838,Six Conversing Men and Ten Battling Nudes,Drawing,https://api.nga.gov/iiif/af39f56a-1a16-4d63-8f6a-222f281cafb8,False
47547,Eisenhower and Krushchev,Drawing,https://api.nga.gov/iiif/b6671079-ad75-4885-bb5b-b452331a62d8,False
122083,Untitled [standing nude with her hands in front of her face],Drawing,https://api.nga.gov/iiif/0730594c-7cad-40c4-a8da-db6501b37e1a,False
144481,Untitled [woman with arm raised] [verso],Drawing,https://api.nga.gov/iiif/f11bd8c7-86ff-455e-bce5-9a988cf7a704,False
34025,Nave Nave Fenua,Drawing,https://api.nga.gov/iiif/d9c21f3c-3d20-47f7-913d-73d7fb0fd4c6,False
216120,Foot Combat with Longswords,Drawing,https://api.nga.gov/iiif/e50a4b8b-03fa-4262-bfd2-589b8ae836c2,False
150515,Group of Figures in Front of a House,Drawing,https://api.nga.gov/iiif/701b15be-2170-4dbb-8c7c-ffce9a1b1ce8,False
143636,The Assumption and Coronation of the Virgin,Drawing,https://api.nga.gov/iiif/65c8a179-ad83-466c-a4fd-b3f2c46aa956,False
206497,The Flagellation of Christ,Drawing,https://api.nga.gov/iiif/75f7343f-b4be-4f1f-8e2a-ff569f2fb95b,False
52468,Landscape,Drawing,https://api.nga.gov/iiif/439d689b-addf-46b5-ae59-5936ee5f2562,False
122515,Untitled [female nude with belly on floor and left leg raised],Drawing,https://api.nga.gov/iiif/92e4bfa5-54b2-44b4-a67a-85ed9b381431,False
41489,"Castle Rheban on the River Barrow, Athy",Drawing,https://api.nga.gov/iiif/c91a23a7-ea9f-457e-bfe0-10475a10534c,False
184273,Swiss Chalet,Drawing,https://api.nga.gov/iiif/fbe144c2-7c02-48da-9c10-cc86cc58d01c,False
75777,Two Studies of Virgil,Drawing,https://api.nga.gov/iiif/7cae6181-48a0-47e4-96d0-9538ee3b197d,False
57426,Hawk Mountain,Drawing,https://api.nga.gov/iiif/79472938-5fff-4b16-b555-2a06afae9427,False
123547,Blue Hill No. 1,Drawing,https://api.nga.gov/iiif/58d692a3-a829-49e7-a6b0-a4d425a0d99b,False
57033,Upper Saranac Lake,Drawing,https://api.nga.gov/iiif/4b4129d8-878d-4735-a1ec-2de086cb4642,False
122985,Untitled [female nude seated on striped fabric],Drawing,https://api.nga.gov/iiif/453e2878-f816-4257-bf49-c4d0b758e784,False
122569,Untitled [seated nude leaning on hands],Drawing,https://api.nga.gov/iiif/4c7803c4-1f1f-40f9-b7c0-29a20ccddbe1,False
104971,"The Pont Neuf Wrapped, Project for Paris",Drawing,https://api.nga.gov/iiif/1ebacda8-ae0e-4ebf-a7f1-0e203dd34d55,False
122507,Untitled [back view of standing female nude with right arm raised],Drawing,https://api.nga.gov/iiif/10953712-bb7c-437f-9781-4262daa84f14,False
1835,Tête-à-tête,Drawing,https://api.nga.gov/iiif/4e7cd4b3-0565-49b0-88b3-fb1bc2f38a8b,False
67603,Abstraction,Drawing,https://api.nga.gov/iiif/2beb5e08-0d3c-47d2-9eea-10dc0076b70a,False
183073,"Study for ""The Landing of Columbus""",Drawing,https://api.nga.gov/iiif/9a65566c-88bb-44c1-ae55-2fe761d56232,False
122215,Untitled [two figures],Drawing,https://api.nga.gov/iiif/52f8547a-fb19-427c-8cc0-9f6c1f6f9249,False
163783,Two Workmen at Tables (recto),Drawing,https://api.nga.gov/iiif/4753716e-1967-48ac-8ac5-7b9e3e880da3,False
122209,Untitled [man and woman embracing on a bed],Drawing,https://api.nga.gov/iiif/e63582c7-aa4c-47fb-85b7-0febf25602d8,False
121984,Untitled [female nude in stockings seated and leaning back],Drawing,https://api.nga.gov/iiif/ada95876-817d-40ea-89c8-bcdfd154fd46,False
69679,"Plate 18: Two Butterflies and a Moth with a Damselfly, Two Ants, and Four Other Insects",Drawing,https://api.nga.gov/iiif/2f1c1fb0-e058-49fa-bc89-ff0d467e9d6a,False
66488,Three Dancers Resting,Drawing,https://api.nga.gov/iiif/4f9427d4-ba9b-48ed-ae35-da5975c614e7,False
68712,"Large Seated Nude, Three-quarter View Facing Right, Seen from Behind",Drawing,https://api.nga.gov/iiif/af4cb5c6-28a1-4e35-886c-24069df8f5f1,False
104330,Untitled,Drawing,https://api.nga.gov/iiif/d175067f-2631-4877-98d2-0cde62c6310d,False
95006,House Set in Wooded Landscape,Drawing,https://api.nga.gov/iiif/ded918b8-7757-45eb-8d1d-28d1d0223773,False
4218,The Digger,Drawing,https://api.nga.gov/iiif/39a46768-1846-40ca-9bf6-cfd7dc75fbd0,False
69728,Plate 62: Ten Insects,Drawing,https://api.nga.gov/iiif/118c2c2f-b2fe-4058-8373-4eb4b4724170,False
68653,"Man Leaning Back and to the Left, Right Hand Raised to Mouth",Drawing,https://api.nga.gov/iiif/f7fbde58-f32c-461b-9e4c-5f4248cd0de2,False
57942,Christmas Card,Drawing,https://api.nga.gov/iiif/f2ac0f11-5fb8-4d01-86ad-fd0d2763d836,False
104327,Untitled 1,Drawing,https://api.nga.gov/iiif/4fd52a73-e5f7-4cfb-94a5-d7b1839832b4,False
78689,Crossroads #5,Drawing,https://api.nga.gov/iiif/5efcdf28-d11d-441d-81ac-5fe3e6357673,False
122995,Untitled [standing nude with arms across her belly],Drawing,https://api.nga.gov/iiif/7b20ba6b-7e9a-41b3-aeca-2c19f36dc7f1,False
68756,"Woman on Seat Cushion, Knitting",Drawing,https://api.nga.gov/iiif/d0574a9b-0f45-45c9-b301-838c3c35408f,False
63020,Young Woman's Head in Profile,Drawing,https://api.nga.gov/iiif/7f071729-387c-49b6-8246-6e53cfe47f9d,False
122535,Untitled  [seated nude with right hand to her forehead],Drawing,https://api.nga.gov/iiif/bacc4586-6f6d-447b-ab41-13c17d5efc07,False
8644,Abraham Entertaining the Angels [verso],Drawing,https://api.nga.gov/iiif/7eea8045-fca3-4e37-85a3-1957ddc8018f,False
76137,Sir Rabindranath Tagore,Drawing,https://api.nga.gov/iiif/c9c91a7c-8ce2-4231-b29c-478bcef0b5e5,False
155586,A Gardener and a Gentleman,Drawing,https://api.nga.gov/iiif/99ebcf9f-a402-4177-9df9-8dc22405a73e,False
124954,View from Tivoli across the Tiber Valley at Sunset,Drawing,https://api.nga.gov/iiif/860088fb-e955-42b2-aac6-a8804a76d29e,False
206430,Seated Woman,Drawing,https://api.nga.gov/iiif/60dc8507-47cf-47b5-94c6-1d4c9fa5d4d5,False
62522,A High Bridge in Tivoli,Drawing,https://api.nga.gov/iiif/04951478-db8f-47ba-be58-45567cd871d9,False
122524,Untitled [back and buttocks view of a kneeling female nude] [recto/verso],Drawing,https://api.nga.gov/iiif/43e9b912-88a4-4387-8321-4584166d4263,False
63132,Ducktown Cab Company,Drawing,https://api.nga.gov/iiif/6e68207f-15b8-480f-83f6-658caa8df2e9,False
130970,Female Nude with Outstretched Arm,Drawing,https://api.nga.gov/iiif/c6d41f3c-2fd6-4fac-9f10-a50327a579e0,False
56949,"Wanaus, Tuscarora Indian",Drawing,https://api.nga.gov/iiif/b61aae7f-ca2b-442d-a8de-7757197dc417,False
143758,Horses,Drawing,https://api.nga.gov/iiif/9c72d019-1f57-4128-b120-fbf750e7b7df,False
69437,Untitled,Drawing,https://api.nga.gov/iiif/80d0231d-da45-4038-8217-c468769d05fd,False
83614,Ceiling with Allegorical Figures and the Arms of Pope Sixtus V (Guerra's outer drawing); Saint Joseph and the Christ Child (Viani's central drawing),Drawing,https://api.nga.gov/iiif/cde73b1c-ba89-4842-8343-712369165233,False
122050,Untitled [standing female nude with left hand on hip] [verso],Drawing,https://api.nga.gov/iiif/beaae891-f9b9-4687-ab2b-22ef091222c5,False
7029,Marshal Petain,Drawing,https://api.nga.gov/iiif/90f73ebb-30f9-4710-917b-9b03b7dba68a,False
11554,Twenty-Five Years. The Past Meets the Present,Drawing,https://api.nga.gov/iiif/2efbf4bf-7406-4974-8641-016f7e368613,False
61075,Anthony Henley,Drawing,https://api.nga.gov/iiif/c5bd3959-121c-4d5d-aefc-e8c32b7ad5b2,False
122103,Untitled [female nude holding plants],Drawing,https://api.nga.gov/iiif/86bb08f2-4b24-4357-8b93-45e16466cb23,False
62935,Fan Design [verso],Drawing,https://api.nga.gov/iiif/cad5f601-4e38-4b12-84bc-34e4e3d25836,False
85702,Figure Studies,Drawing,https://api.nga.gov/iiif/f71093cd-a1cf-4cc7-be90-29ae758ea794,False
73521,Renderings of an Ivory Carving of Ariadne from the 6th Century and an Ivory Plaque from the 9th Century,Drawing,https://api.nga.gov/iiif/347eb63a-f944-49ed-a54d-f7ad904824ec,False
136742,Male Nude Seated on the Ground,Drawing,https://api.nga.gov/iiif/b4319279-6116-456a-983b-c5aaaa9b6b29,False
76061,The Bathers,Drawing,https://api.nga.gov/iiif/df254bfc-ab39-4391-860e-593760f8903b,False
122687,Untitled [seated female nude with right foot forward],Drawing,https://api.nga.gov/iiif/377a8a29-87a9-45e0-91aa-8de821261061,False
64538,The Apotheosis of San Vitale,Drawing,https://api.nga.gov/iiif/2bed1044-72be-44f6-8aaf-270598039f66,False
56379,Figure Studies [recto],Drawing,https://api.nga.gov/iiif/806995c2-81e0-469c-82e8-6dabe488ccc3,False
76274,House Surrounded by Vegetation,Drawing,https://api.nga.gov/iiif/8dac5163-900c-4bb3-9052-b6b267a4a917,False
4691,Gerona Road,Drawing,https://api.nga.gov/iiif/d31d5afd-ceb8-4344-8785-d922f430f03d,False
153920,Reclining Woman (recto),Drawing,https://api.nga.gov/iiif/4d5ba2d2-e290-4989-9313-fa1aab85957f,False
109896,La Rochelle,Drawing,https://api.nga.gov/iiif/2d9a1eda-ddba-4b7b-9160-5075be2d2e48,False
166371,An Elegant Parisiènne Seated in a Café,Drawing,https://api.nga.gov/iiif/ba1c6537-a78f-4325-8cc9-e687b640b628,False
9069,Laguna,Drawing,https://api.nga.gov/iiif/86a700af-8f58-40b0-bcb0-d6b90759c2b7,False
223144,Untitled (bloody head),Drawing,https://api.nga.gov/iiif/c14894a4-6a55-43d5-a2be-0cd94673e157,False
42543,Mother and Daughter,Drawing,https://api.nga.gov/iiif/84dfead0-f6a9-4722-a1b5-55c42f955b04,False
64825,"Kopf mit Hut, Gesicht verworfen (Head with a Hat) [p. 37]",Drawing,https://api.nga.gov/iiif/0fbaaf5b-149b-463e-a701-4c85ec864a77,False
65729,Church Tower on a Hill,Drawing,https://api.nga.gov/iiif/15c609c6-e1fd-4541-9b32-d2e1a9230e8f,False
99277,A Young Man in a Broad Hat,Drawing,https://api.nga.gov/iiif/814c34be-d474-4fdb-8e5a-1957ef2cdf95,False
122280,Untitled [female nude in prone position: buttocks and legs],Drawing,https://api.nga.gov/iiif/1d8e7742-a6f6-4e1f-a8d6-54bc076d23f1,False
70382,Monte Circeo at Sunset,Drawing,https://api.nga.gov/iiif/50646316-a3ae-4031-8d75-6b30647b5b6a,False
67604,Abstract Composition,Drawing,https://api.nga.gov/iiif/26139716-cf62-4013-af70-36a0178184e4,False
122724,Untitled [standing nude with her arms crossed],Drawing,https://api.nga.gov/iiif/dc63d2d8-2ded-46bd-9b28-a6c3cc128f9d,False
56284,The Flight into Egypt [verso],Drawing,https://api.nga.gov/iiif/8fb862ea-d837-4e53-ab12-bba5136cd8c7,False
73842,The Meeting of Antony and Cleopatra,Drawing,https://api.nga.gov/iiif/f6a93dea-6237-48fa-b9d7-5b72b18b349f,False
57564,Landscape [verso],Drawing,https://api.nga.gov/iiif/65a95659-fa9b-4b26-9a3f-25ec6e8f757c,False
122615,Untitled [back view of nude holding a support in her left hand],Drawing,https://api.nga.gov/iiif/f106697a-7da5-4421-9659-567d952a2245,False
65238,Esel auf den Hinterbeinen und Dompteur (Mule on Back Legs and Tamer) [p. 25],Drawing,https://api.nga.gov/iiif/60fdf350-e9d7-4f66-b146-1f0e7d20c7b3,False
67639,Untitled,Drawing,https://api.nga.gov/iiif/31b1a0d8-f478-4376-92f0-22d073b0063d,False
9044,France at Her Furnaces,Drawing,https://api.nga.gov/iiif/c5a89968-c9ae-4014-ac3e-51e90fe85f8d,False
77362,3 Lines Beginning at a Point & Intersecting in 2 Different Ways,Drawing,https://api.nga.gov/iiif/01d9b9ab-10ec-42d4-94d6-f18507b1cd6b,False
63193,Ploughman and Horses,Drawing,https://api.nga.gov/iiif/f7ccee00-24d7-42dd-b758-f69bc8176cff,False
95662,Grotesque Decorations for Wall Panels,Drawing,https://api.nga.gov/iiif/1ba2ef1e-d452-447a-9606-aa1ceb2d4e76,False
122435,Untitled [nude seated sideways resting her head and shoulder against seat back],Drawing,https://api.nga.gov/iiif/32ae2c8c-d27e-452d-8515-3844f8badf47,False
179523,Sycamore—Bloomsbury,Drawing,https://api.nga.gov/iiif/8d369d19-3956-4a21-96a6-7276bdc6bf13,False
65332,Studie zweier tanzender Figuren  (Study of Two Dancing Figures) [p. 31],Drawing,https://api.nga.gov/iiif/c9ccce5f-9c99-4ff6-9942-ec5638a241f2,False
133974,[untitled],Drawing,https://api.nga.gov/iiif/132b4da7-778b-4396-bb42-2246d25e9f3b,False
64633,Begonnene Skizze (Unfinished Sketch) [p. 28],Drawing,https://api.nga.gov/iiif/9633866b-2bdb-4f1b-8e59-4688efe7e303,False
69794,Plate 48: Guinea Pig and Hedgehogs with Melon and Cobnuts,Drawing,https://api.nga.gov/iiif/543e1633-a311-4059-bb7b-216d3e778056,False
210104,"Study of Two Women, One Seated and One Holding a Basket",Drawing,https://api.nga.gov/iiif/e46ead04-180c-4207-b835-5f36924dc3dc,False
72858,Two Men in Masquerade Costumes: The Earth and a Parade Helmet,Drawing,https://api.nga.gov/iiif/c6657469-d7e4-4581-a3a6-abcfa6811dd9,False
41782,Corisca and Linco,Drawing,https://api.nga.gov/iiif/1a5a8750-b423-444b-a587-f2a5ad11d9b7,False
65193,Hochrechteckige bezeichnete Skizze (Sketch with Inscription) [p. 33],Drawing,https://api.nga.gov/iiif/610abc13-bca1-468c-97e6-347bd2955635,False
56954,"Riverhead, Long Island",Drawing,https://api.nga.gov/iiif/4e2b88a3-a9d3-4650-8350-f8ae85f7223b,False
131875,Latticuno [Euphorbia dendroides] (recto),Drawing,https://api.nga.gov/iiif/c35a47c7-6474-431a-87ab-62b215aba0ca,False
60814,Studies of Horses [verso],Drawing,https://api.nga.gov/iiif/7c8fcc8a-e386-40be-8987-cbaa49b6e4cd,False
215880,Study of a Man Playing a Pipe,Drawing,https://api.nga.gov/iiif/1885354e-86cc-40cd-aa53-c9c827517b5f,False
75110,No. 14 Special,Drawing,https://api.nga.gov/iiif/39975fbd-66cb-4770-81ce-2957031a488e,False
50253,Young Girl Praying,Drawing,https://api.nga.gov/iiif/6d7efc0d-965b-40dd-a527-e51e72da7349,False
70357,Summer,Drawing,https://api.nga.gov/iiif/764277b1-f474-43fa-8a83-9f53202513bb,False
108997,Dancer in Green,Drawing,https://api.nga.gov/iiif/3c4fd905-2713-402d-9851-623eeb5c0339,False
144471,Untitled [standing nude holding a support with her left hand] [verso],Drawing,https://api.nga.gov/iiif/a55900c5-acff-4293-afef-9ad8b337b104,False
135371,Untitled,Drawing,https://api.nga.gov/iiif/645a0a78-a6ec-4369-b08d-2b42d7a75ada,False
225276,Profile of Man,Drawing,https://api.nga.gov/iiif/faee5411-dffc-417c-8594-e54bc3192bfb,False
5070,Approach to Stockholm,Drawing,https://api.nga.gov/iiif/6eace6f4-3ca4-417d-ad81-fe5fd23f9739,False
122499,Untitled [reclining nude with her hand covering her pubis],Drawing,https://api.nga.gov/iiif/dffdb49c-1d4b-48df-b5a0-01c76ac6e0a2,False
65437,Seated Figure Holding a Staff,Drawing,https://api.nga.gov/iiif/0b7b4d9d-f1e9-431a-932a-41b2bb05b285,False
62486,Roman Ruins with a Stand of Cypresses,Drawing,https://api.nga.gov/iiif/d2c7c4cf-a80a-4cd1-a279-a008ba50fd06,False
69165,Seated Woman with Long Hair,Drawing,https://api.nga.gov/iiif/c5f5d606-7186-4e3c-a606-602048688543,False
64977,Park [p. 8-9],Drawing,https://api.nga.gov/iiif/e508f307-539f-461f-bd26-7ef24b9df691,False
61069,Two Beggars with Their Dog,Drawing,https://api.nga.gov/iiif/1c81e8e1-0ab3-4ab9-92d5-10be8d2a46a1,False
48967,Two Nude Figure Studies,Drawing,https://api.nga.gov/iiif/8612660e-026d-4dbe-abed-6a04d98f5b42,False
209424,"Capriccio Derived from Salvator Rosa's ""Figurine""",Drawing,https://api.nga.gov/iiif/168b6b5b-676b-41aa-bb7d-706149212997,False
121986,Untitled [reclining nude leaning on her left arm],Drawing,https://api.nga.gov/iiif/4bc13410-0f96-4c31-9037-d82c2d269e21,False
65466,Man's Pants and Shoes,Drawing,https://api.nga.gov/iiif/9ef1e039-ca7f-42cd-a920-84a58f4263b1,False
70237,Two Drapery Studies [verso],Drawing,https://api.nga.gov/iiif/5683f6a3-1928-48a3-8367-d0f71af636b3,False
8418,Centaur Carrying a Tree Trunk,Drawing,https://api.nga.gov/iiif/daf645c4-177c-4aad-a68d-a965a7ce19a4,False
73494,"Portal of the Hôtel d'Uzès, rue Montmartre, Paris",Drawing,https://api.nga.gov/iiif/131ca332-d819-4944-b584-2264e3d1ad20,False
65210,Figuren in Interieur (Figures in Interior) [p. 13],Drawing,https://api.nga.gov/iiif/6e9acb43-93ba-4cda-bebb-02ba04aaa763,False
134210,Untitled [New York City] [recto],Drawing,https://api.nga.gov/iiif/6931a83f-a283-4ff9-a6a6-518fc9609839,False
63004,Two Studies of the Statue of Alexander and Bucephalus [verso],Drawing,https://api.nga.gov/iiif/e6e6c849-0fad-4de0-b4fb-18bd89b79635,False
59360,Two Huddled Figures,Drawing,https://api.nga.gov/iiif/7921dc5d-9a2d-41cc-8e4b-5a2c247af33d,False
55576,"Blue Spring, Florida",Drawing,https://api.nga.gov/iiif/eb65e8ca-5286-452f-bba3-a315eb1f2593,False
71373,Ancient Roman Warriors Riding into Battle,Drawing,https://api.nga.gov/iiif/cc29229e-608a-4af5-aba7-a32363dd5316,False
66840,Mopping,Drawing,https://api.nga.gov/iiif/68e9dbf5-5eb6-4770-895c-42aac86b5722,False
48378,Initial I with David,Drawing,https://api.nga.gov/iiif/4349ca99-05ed-4779-a322-6c07e4eb7a8a,False
108227,Seated Woman [recto],Drawing,https://api.nga.gov/iiif/0eaf0cc8-ae93-464d-9ee1-d170737b251e,False
144545,Untitled [verso],Drawing,https://api.nga.gov/iiif/30eed2a1-904f-4fcc-82c0-15eebecca20d,False
154826,Untitled (Purse ! Discusses),Drawing,https://api.nga.gov/iiif/120fc131-1cf4-4196-9a2d-5cf090362486,False
79863,"Hudson River, Logging",Drawing,https://api.nga.gov/iiif/a4455509-0212-4a48-ab09-dc65e0492d40,False
68616,"Young Girl Seated, Head Leaning to the Right, Hands Crossed",Drawing,https://api.nga.gov/iiif/3de48810-6310-47de-bb38-ea8022ec576e,False
123924,Two Men in Masquerade Costumes: A Cannon Firing and a Cat Inside a Mousetrap,Drawing,https://api.nga.gov/iiif/aafc01df-baab-40d5-be84-2fd91052df92,False
49032,Procession of Knights Viewed by Ladies on a Balcony,Drawing,https://api.nga.gov/iiif/9a93b4eb-86a9-4296-9bd7-eccd3e949d6a,False
11566,France Watching,Drawing,https://api.nga.gov/iiif/04583ffc-4d89-423b-b7d6-27f0f560f266,False
91282,Sheep in a Manger,Drawing,https://api.nga.gov/iiif/ec607be1-f785-49f8-be2b-078d7d3bc69c,False
63217,Erna Lying on the Beach among Rocks,Drawing,https://api.nga.gov/iiif/35dd536d-660e-47b9-b486-b59ac8c25408,False
67351,A Party in a Roman Villa [recto],Drawing,https://api.nga.gov/iiif/5394acc1-3765-4b35-afce-706762f8045f,False
42952,Susan on a Balcony Holding a Dog [recto],Drawing,https://api.nga.gov/iiif/23e8a847-221d-42a4-8e58-4905ac3b13cf,False
63062,"The Clock Tower, Trébrivan",Drawing,https://api.nga.gov/iiif/0c6a5da1-4141-4860-9db9-6ad1c70804d0,False
65112,Skizze (Sketch) [p. 132],Drawing,https://api.nga.gov/iiif/b099ff8f-243c-4925-8301-1d1204dc9059,False
72686,"Study for ""Father and Son Song""",Drawing,https://api.nga.gov/iiif/cbb1a63c-a554-4938-80ad-f5dafe8d7224,False
67567,Seated Black Girl,Drawing,https://api.nga.gov/iiif/4128b331-a6cc-4701-bf96-c634318898ec,False
79173,Landscape,Drawing,https://api.nga.gov/iiif/f4651f0e-b928-44e2-bc5e-f6b4a64d1d4a,False
122252,Untitled [reclining female nude with extended arms],Drawing,https://api.nga.gov/iiif/7455b59a-fb8a-472f-94b5-09eb163d09d5,False
165890,Embedded Thoughts,Drawing,https://api.nga.gov/iiif/56b0973f-25f8-4b3c-ba2f-60c8616cdffa,False
69825,"Plate 9: A Great White(?) Shark, Two Seals, and Two Fish",Drawing,https://api.nga.gov/iiif/fbb1929c-c9b4-4bc4-897a-5f7fbc2fd6d3,False
224447,Children Parodying a Triumph of Bacchus,Drawing,https://api.nga.gov/iiif/040700dd-6e8b-4854-9944-e29b3c3cd7fe,False
181184,"Terrace, Paris Café",Drawing,https://api.nga.gov/iiif/eef7ed70-ff0c-492b-a19f-71dc41df14f0,False
110257,Pond in Central Park,Drawing,https://api.nga.gov/iiif/57c005ba-0e27-48ff-b9bd-604c60a014f1,False
56790,Landscape with Fortress and River,Drawing,https://api.nga.gov/iiif/c6b43eba-9e6f-4535-9262-673fc7313e56,False
85577,Two Studies of Rocky Shoreline,Drawing,https://api.nga.gov/iiif/038941aa-e4a6-4dd3-89f6-025522b12aae,False
66510,Factory on the Oise at Pontoise,Drawing,https://api.nga.gov/iiif/e288d438-68da-4c4e-aa08-ecb51e578d40,False
122001,Untitled [female nude seated and looking down],Drawing,https://api.nga.gov/iiif/7d367b0a-4166-4b8e-bfae-45e5df78c4f4,False
58348,"Tremblez malheureux Roi, votre Règne est passe",Drawing,https://api.nga.gov/iiif/7d4bb606-2fac-4e24-a54d-65ee74d8b78b,False
